# wavelength = 0.8μm
# effective radius = 10μm
# optical thickness = 5
# sza vza phi I Q U V
 50   6 135  2.25412e-01  -1.73798e-03   1.54474e-02   5.29088e-06
 50   6 140  2.25422e-01  -4.40428e-03   1.50582e-02   4.74125e-06
 50   6 145  2.24936e-01  -6.35237e-03   1.42419e-02   4.15361e-06
 50   6 150  2.24176e-01  -8.22289e-03   1.25298e-02   2.94842e-06
 50   6 155  2.23611e-01  -9.94523e-03   1.08935e-02   2.80284e-06
 50   6 160  2.23514e-01  -1.12572e-02   8.57424e-03   2.27328e-06
 50   6 165  2.22882e-01  -1.22395e-02   6.50191e-03   1.69448e-06
 50   6 170  2.21943e-01  -1.29563e-02   4.63707e-03   9.67441e-07
 50   6 175  2.21970e-01  -1.33789e-02   2.15098e-03   1.20819e-07
 50   6 180  2.21576e-01  -1.40446e-02   7.16150e-05  -1.94271e-07
 50   7   0  2.68711e-01  -4.49361e-02  -3.59732e-04  -1.65555e-07
 50   7   5  2.71706e-01  -4.33179e-02  -9.31441e-03   1.90312e-06
 50   7  10  2.71760e-01  -4.07040e-02  -1.66211e-02   4.46658e-06
 50   7  14  2.69766e-01  -3.57268e-02  -2.16267e-02   6.17686e-06
 50   7  20  2.67625e-01  -2.89622e-02  -2.74506e-02   7.76164e-06
 50   7  25  2.65214e-01  -2.16134e-02  -3.24647e-02   1.02603e-05
 50   7  29  2.62256e-01  -1.46328e-02  -3.40619e-02   1.12150e-05
 50   7  35  2.58958e-01  -8.42873e-03  -3.33323e-02   1.19451e-05
 50   7  40  2.55819e-01  -1.99133e-03  -3.20401e-02   1.26622e-05
 50   7  45  2.52223e-01   3.46692e-03  -2.86571e-02   1.33268e-05
 50   7  50  2.48448e-01   7.13976e-03  -2.40196e-02   1.39091e-05
 50   7  55  2.44736e-01   1.05893e-02  -2.06812e-02   1.43902e-05
 50   7  59  2.41355e-01   1.32747e-02  -1.73503e-02   1.52055e-05
 50   7  65  2.39298e-01   1.57875e-02  -1.35564e-02   1.60942e-05
 50   7  70  2.37093e-01   1.73820e-02  -9.70966e-03   1.57186e-05
 50   7  75  2.34196e-01   1.76143e-02  -5.63359e-03   1.44969e-05
 50   7  80  2.32010e-01   1.74109e-02  -2.53654e-03   1.39568e-05
 50   7  85  2.30538e-01   1.68983e-02   6.78074e-04   1.26305e-05
 50   7  90  2.29311e-01   1.59798e-02   3.33252e-03   1.16200e-05
 50   7  95  2.28498e-01   1.50728e-02   6.34814e-03   1.09254e-05
 50   7 100  2.27897e-01   1.43173e-02   9.22883e-03   1.01166e-05
 50   7 105  2.27310e-01   1.25455e-02   1.11488e-02   9.55575e-06
 50   7 110  2.27004e-01   1.05021e-02   1.23426e-02   9.25674e-06
 50   7 115  2.26831e-01   7.76566e-03   1.35709e-02   8.06315e-06
 50   7 119  2.26663e-01   4.89508e-03   1.46527e-02   7.14362e-06
 50   7 125  2.26143e-01   2.70611e-03   1.49931e-02   6.91856e-06
 50   7 130  2.25630e-01   5.04207e-04   1.49724e-02   6.35482e-06
 50   7 135  2.25218e-01  -1.69243e-03   1.49435e-02   5.80860e-06
 50   7 140  2.25308e-01  -4.32155e-03   1.45527e-02   5.13580e-06
 50   7 145  2.24900e-01  -6.21837e-03   1.35875e-02   4.44467e-06
 50   7 150  2.24271e-01  -7.94965e-03   1.19030e-02   3.10357e-06
 50   7 155  2.23788e-01  -9.60284e-03   1.02919e-02   2.49794e-06
 50   7 160  2.23799e-01  -1.07501e-02   8.15562e-03   2.51110e-06
 50   7 165  2.23072e-01  -1.17228e-02   6.17961e-03   1.90560e-06
 50   7 170  2.22344e-01  -1.23484e-02   4.40045e-03   1.15721e-06
 50   7 175  2.22480e-01  -1.27630e-02   2.06541e-03   1.24853e-07
 50   7 180  2.21656e-01  -1.33869e-02   3.13841e-05  -1.86195e-07
 50   8   0  2.76985e-01  -5.09266e-02  -3.48720e-04  -1.66190e-07
 50   8   5  2.79155e-01  -4.91607e-02  -1.05837e-02   2.31910e-06
 50   8  10  2.79106e-01  -4.65174e-02  -1.89544e-02   5.07138e-06
 50   8  14  2.77318e-01  -4.08580e-02  -2.50954e-02   6.87252e-06
 50   8  20  2.75756e-01  -3.31659e-02  -3.28760e-02   9.01148e-06
 50   8  25  2.74007e-01  -2.54062e-02  -3.81355e-02   1.20179e-05
 50   8  29  2.71104e-01  -1.61337e-02  -3.97060e-02   1.33527e-05
 50   8  35  2.67257e-01  -8.96625e-03  -3.81587e-02   1.44416e-05
 50   8  40  2.63378e-01  -1.72981e-03  -3.67377e-02   1.53755e-05
 50   8  45  2.59127e-01   4.95926e-03  -3.21340e-02   1.72093e-05
 50   8  50  2.54568e-01   9.24565e-03  -2.68883e-02   1.84217e-05
 50   8  55  2.49340e-01   1.23911e-02  -2.18529e-02   1.83458e-05
 50   8  59  2.43872e-01   1.44936e-02  -1.76347e-02   1.85575e-05
 50   8  65  2.41408e-01   1.67026e-02  -1.35664e-02   1.90498e-05
 50   8  70  2.38647e-01   1.79332e-02  -9.68741e-03   1.78560e-05
 50   8  75  2.35426e-01   1.79387e-02  -5.31407e-03   1.66671e-05
 50   8  80  2.32811e-01   1.75172e-02  -2.19584e-03   1.59074e-05
 50   8  85  2.31087e-01   1.68671e-02   1.02829e-03   1.48823e-05
 50   8  90  2.29569e-01   1.57788e-02   3.43606e-03   1.40747e-05
 50   8  95  2.28641e-01   1.49033e-02   6.87223e-03   1.34843e-05
 50   8 100  2.27882e-01   1.39647e-02   9.47722e-03   1.27256e-05
 50   8 105  2.27100e-01   1.19666e-02   1.11961e-02   1.23249e-05
 50   8 110  2.26850e-01   1.00235e-02   1.22733e-02   1.15723e-05
 50   8 115  2.26759e-01   7.39124e-03   1.33923e-02   9.61782e-06
 50   8 119  2.26590e-01   4.58669e-03   1.43358e-02   7.66925e-06
 50   8 125  2.26089e-01   2.57304e-03   1.45839e-02   7.37068e-06
 50   8 130  2.25795e-01   3.32626e-04   1.44969e-02   6.82355e-06
 50   8 135  2.25553e-01  -1.80204e-03   1.44981e-02   6.13354e-06
 50   8 140  2.25305e-01  -4.33507e-03   1.39463e-02   5.44347e-06
 50   8 145  2.25014e-01  -6.12581e-03   1.28146e-02   4.71033e-06
 50   8 150  2.24489e-01  -7.64922e-03   1.12793e-02   3.39813e-06
 50   8 155  2.24016e-01  -9.18630e-03   9.77941e-03   2.23627e-06
 50   8 160  2.23925e-01  -1.01485e-02   7.65343e-03   2.38661e-06
 50   8 165  2.23112e-01  -1.10674e-02   5.72879e-03   2.07743e-06
 50   8 170  2.22490e-01  -1.15061e-02   4.05254e-03   1.33695e-06
 50   8 175  2.22575e-01  -1.19214e-02   1.92875e-03   1.33341e-07
 50   8 180  2.21582e-01  -1.24784e-02   2.73426e-05  -1.74781e-07
 50   9   0  2.87012e-01  -5.79238e-02  -3.13667e-04  -1.63725e-07
 50   9   5  2.88597e-01  -5.76156e-02  -1.18852e-02   2.81798e-06
 50   9  10  2.88540e-01  -5.43486e-02  -2.22357e-02   5.79938e-06
 50   9  14  2.86672e-01  -4.71779e-02  -3.00112e-02   7.80678e-06
 50   9  20  2.83621e-01  -3.69844e-02  -3.80803e-02   1.06891e-05
 50   9  25  2.80952e-01  -2.83200e-02  -4.31092e-02   1.33514e-05
 50   9  29  2.77021e-01  -1.74581e-02  -4.43899e-02   1.48197e-05
 50   9  35  2.73913e-01  -9.02220e-03  -4.36694e-02   1.63248e-05
 50   9  40  2.70446e-01  -7.01218e-04  -4.17548e-02   1.92978e-05
 50   9  45  2.65728e-01   6.84678e-03  -3.61599e-02   2.08974e-05
